system:index,0_VHAsc,0_VVAsc,10_VHAsc,10_VVAsc,11_VHAsc,11_VVAsc,1_VHAsc,1_VVAsc,2_VHAsc,2_VVAsc,3_VHAsc,3_VVAsc,4_VHAsc,4_VVAsc,5_VHAsc,5_VVAsc,6_VHAsc,6_VVAsc,7_VHAsc,7_VVAsc,8_VHAsc,8_VVAsc,9_VHAsc,9_VVAsc,indexField,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,1.0017743748053844,0.8593610349862667,0.3769846397429164,0.9832686383527609,0.529574467235415,0.6961657492618104,0.6307757289766376,0.7151061040332295,0.3897423721142314,0.745497356373588,0.8767074203477675,0.8490699694416475,0.9442365407127233,0.3086172057692,0.8029262450526224,0.6460751539505732,1.0777842741903387,0.6277066018312962,0.3701097883579379,0.6046340693500106,0.8191371784003916,0.4428029155778588,0.6015464196993558,0.4544202398417181,403,"{""type"":""Polygon"",""coordinates"":[[[-5.433267006501072,41.21342007772279],[-5.433367244496804,41.21340933303339],[-5.433459503455741,41.21337795425255],[-5.433536439501233,41.213328439158396],[-5.433591928509173,41.21326472918815],[-5.433621553592932,41.213191895688595],[-5.433622956675537,41.21311573622655],[-5.433596026167733,41.213042313096196],[-5.4335429058205005,41.212977470760144],[-5.433467824056698,41.21292637063605],[-5.433376757375132,41.21289308025781],[-5.43327695462423,41.21288024951106],[-5.433176360012266,41.212888899711274],[-5.433082980776672,41.21291834231066],[-5.433004249837178,41.21296623370409],[-5.432946434156442,41.213028761772],[-5.4329141358961035,41.21310094931414],[-5.432909926074272,41.21317705022397],[-5.432934139888595,41.21325100687212],[-5.4329848500046145,41.21331693229257],[-5.433058019945015,41.21336957879051],[-5.433147825378263,41.21340475566856],[-5.433247117736729,41.21341966281761],[-5.433267006501072,41.21342007772279]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.1330369688451296,0.0959901284482305,0.2449510534184361,0.07694613199391208,0.13558111626728261,0.022558041647819705,0.01109358343334263,0.19314148612422985,0.024477008121434992,0.2195532205155381,0.1175474114009749,0.0879951108246383,0.22045059315644835,0.06252435338128634,0.2804608692143199,0.04765635861916452,0.023532620016474107,0.01858446702703233,0.028190135727954025,0.011650866301959596,0.08186300070466761,0.02350517752582022,0.07637779187024299,0.08021110657891704,404,"{""type"":""Polygon"",""coordinates"":[[[-5.31407833234736,41.21587820175184],[-5.314178574109861,41.21586745706244],[-5.31427083653572,41.21583607828158],[-5.314347775472312,41.21578656318742],[-5.3144032665654,41.21572285321716],[-5.314432892762376,41.2156500197176],[-5.314434295897669,41.21557386025555],[-5.3144073643778444,41.21550043712521],[-5.314354242034444,41.21543559478917],[-5.3142791574492305,41.21538449466509],[-5.31418808734559,41.21535120428685],[-5.314088280844346,41.21533837354012],[-5.313987682452281,41.21534702374033],[-5.313894299707715,41.21537646633969],[-5.313815565809685,41.215424357733106],[-5.313757747956346,41.21548688580102],[-5.313725448482277,41.215559073343144],[-5.313721238502213,41.21563517425298],[-5.313745453226409,41.215709130901125],[-5.313796165247991,41.2157750563216],[-5.313869337937966,41.215827702819546],[-5.313959146745933,41.21586287969762],[-5.314058442835634,41.21587778684667],[-5.31407833234736,41.21587820175184]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.4206633003974336,0.17777795815037442,0.19353032552365618,0.21089451866910136,0.2158874439554608,0.22786211133283457,0.3326653054503026,0.16364374295220235,0.5297755709771258,0.490304529998562,0.416656122576245,0.7803041731695592,0.2391401347000292,0.42438635289295507,0.2773851400270587,0.3799791410350732,0.4179460107296006,0.4256461755792563,0.5120875688965446,0.5250838859524244,0.5439338970205793,0.2778581439945899,0.6081200333125192,0.44899050266988844,405,"{""type"":""Polygon"",""coordinates"":[[[-5.194875265650329,41.21821306460453],[-5.194975510991148,41.218202319915115],[-5.195067776710481,41.21817094113427],[-5.195144718393533,41.21812142604008],[-5.19520021146745,41.21805771606981],[-5.19522983872195,41.21798488257024],[-5.195231241907296,41.217908723108195],[-5.195204309426081,41.21783529997785],[-5.195151185186378,41.217770457641834],[-5.195076097920908,41.217719357517765],[-5.1949850245663995,41.21768606713953],[-5.194885214502437,41.2176732363928],[-5.194784612519389,41.21768188659301],[-5.194691226441405,41.21771132919237],[-5.194612489732853,41.217759220585776],[-5.194554669815601,41.21782174865367],[-5.194522369188527,41.21789393619578],[-5.1945181590581475,41.21797003710562],[-5.194542374646698,41.21804399375378],[-5.1945930884785065,41.21810991917425],[-5.194666263780495,41.218162565672216],[-5.194756075794347,41.218197742550295],[-5.194855375428608,41.218212649699346],[-5.194875265650329,41.21821306460453]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.6054632292028687,0.3585186237013694,0.2564039148699647,0.34272873947863275,0.21339006186719514,0.08641836175346769,0.3448315584213443,0.6594148253025547,0.33366344215399,0.2409980557232267,0.33064145366710773,0.3187846533648057,0.27349286390645006,0.38999013023860496,1.3002415625647803,0.9161666449789335,0.3454123475601539,0.2446174478046872,0.233368062957835,0.27316163718729225,0.4698581243475969,0.4301896638892061,0.17117654577998134,0.15096238106496784,407,"{""type"":""Polygon"",""coordinates"":[[[-4.95642890935151,41.222512842469385],[-4.956529161283105,41.222502097779966],[-4.956621433068567,41.22247071899909],[-4.956698379810225,41.22242120390489],[-4.956753876532554,41.22235749393459],[-4.9567835057348715,41.222284660435015],[-4.956784909012409,41.22220850097297],[-4.956757974760441,41.22213507784264],[-4.956704847028014,41.222070235506635],[-4.956629754825873,41.22201913538259],[-4.956538675483709,41.221985845004376],[-4.95643885885771,41.22197301425765],[-4.956338250260561,41.22198166445786],[-4.956244858042875,41.222011107057206],[-4.956166116157725,41.22205899845058],[-4.956108292439033,41.22212152651846],[-4.956075989688276,41.22219371406055],[-4.956071779281037,41.22226981497039],[-4.956095996461603,41.22234377161856],[-4.956146713627606,41.22240969703906],[-4.956219893740568,41.222462343537046],[-4.956309711659224,41.22249752041514],[-4.956409017822078,41.2225124275642],[-4.95642890935151,41.222512842469385]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.4266844337525507,0.66308448867137,0.3421099794700749,0.14171640705323843,0.3040041928716488,0.18521192773686126,0.4696449679504142,0.37107304559312226,0.268011678353228,0.5451851873278671,0.3520776965058928,0.3496343439165701,0.3493173986521815,0.13144265854024226,0.22358705485279307,0.6705377998016094,0.44914321696825665,0.30170690439794284,0.4048872579047056,0.33825083532923444,0.19514192372738148,0.3848253365608911,0.2814481566187325,0.22133798044054198,409,"{""type"":""Polygon"",""coordinates"":[[[-4.717933852233608,41.22631910460519],[-4.7180341100006995,41.22630835991577],[-4.718126387157137,41.22627698113489],[-4.718203338377705,41.22622746604065],[-4.718258838330356,41.22616375607034],[-4.7182884692572795,41.226090922570755],[-4.718289872616441,41.2260147631087],[-4.71826293679664,41.225941339978384],[-4.71820980597174,41.225876497642396],[-4.718134709398654,41.22582539751838],[-4.718043624754994,41.22579210714018],[-4.717943802318939,41.22577927639347],[-4.717843187865638,41.22578792659366],[-4.717749790211834,41.22581736919299],[-4.717671043743302,41.22586526058635],[-4.717613216658799,41.225927788654204],[-4.717580912027725,41.225999976196285],[-4.717576701375351,41.22607607710613],[-4.7176009199654985,41.22615003375431],[-4.7176516400836075,41.226215959174816],[-4.717724824456228,41.22626860567283],[-4.71781464760302,41.22630378255094],[-4.717913959546321,41.22631868970001],[-4.717933852233608,41.22631910460519]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.18498170563839886,0.15245860501696987,0.48034574319669876,0.18968037424301903,0.5021907451217601,0.1888300109930668,0.35472545659769317,0.1684746924420437,0.8796770933129907,0.2119223905042566,0.48847655080005986,0.4110323958830871,0.4405036310696838,0.15239686189158852,0.3918571865205931,0.12436394678960849,0.2673622303441973,0.2172695759765451,0.3816375866258858,0.1763250601997635,0.7231804182552138,0.2270358550253883,0.35224107609493954,0.23701196482425294,410,"{""type"":""Polygon"",""coordinates"":[[[-4.598669911303373,41.2280370810233],[-4.598770171704717,41.22802633633387],[-4.5988624512857115,41.22799495755297],[-4.59893940452814,41.22794544245873],[-4.598994905939016,41.22788173248841],[-4.599024537644459,41.22780889898882],[-4.599025941040469,41.22773273952677],[-4.598999004512921,41.22765931639645],[-4.5989458722920205,41.227594474060474],[-4.598870773745808,41.22754337393647],[-4.598779686708957,41.22751008355828],[-4.598679861650138,41.227497252811574],[-4.598579244553261,41.22750590301176],[-4.598485844445495,41.22753534561109],[-4.598407095907941,41.22758323700443],[-4.598349267304051,41.22764576507228],[-4.598316961824167,41.227717952614356],[-4.598312751061135,41.2277940535242],[-4.598336970287592,41.22786801017237],[-4.598387691738337,41.2279339355929],[-4.598460878033844,41.22798658209092],[-4.598550703540711,41.228021758969035],[-4.598650018093412,41.22803666611811],[-4.598669911303373,41.2280370810233]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.8079913353221613,0.4364392208471973,0.5756464101553771,0.5754523838215886,1.0583098477672954,0.24607126044762925,1.2245362719370367,0.20640380935437813,0.48194170248492524,0.22912005690520204,0.43613632903944843,0.2858006336149844,0.25422331102141593,0.40325790262717104,0.30454353229955333,0.2750708494088688,0.9928562567376378,0.3897463064316834,0.7584043155739995,0.4088875923671478,0.975122909979648,0.23781372685690488,0.36462668014336536,0.207064670428362,412,"{""type"":""Polygon"",""coordinates"":[[[-4.360112909345802,41.231102571278164],[-4.360213174448167,41.231091826588724],[-4.360305458355966,41.23106044780782],[-4.360382415206565,41.231010932713566],[-4.3604379192197555,41.23094722274323],[-4.360467552314523,41.23087438924363],[-4.360468955776291,41.23079822978158],[-4.360442017985712,41.230724806651274],[-4.3603888832735445,41.230659964315315],[-4.360313781206138,41.23060886419132],[-4.360222689898453,41.230575573813134],[-4.36012286015911,41.230562743066436],[-4.360022238344574,41.23057139326663],[-4.359928833857523,41.230600835865935],[-4.35985008162764,41.23064872725927],[-4.3597922503122835,41.23071125532711],[-4.359759943317634,41.23078344286917],[-4.359755732357126,41.230859543779005],[-4.359779952719127,41.23093350042719],[-4.359830676548062,41.23099942584773],[-4.359903866275107,41.23105207234577],[-4.359993695993712,41.2310872492239],[-4.360093015203084,41.23110215637298],[-4.360112909345802,41.231102571278164]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.16765579376303105,0.11134059028252424,0.866858786191984,0.3597711443481942,0.3413548232069499,0.33146630802784016,1.1539113573137816,0.2350710623252432,0.5287283337504293,0.17044359502403442,0.3503685594022486,0.3637653217716445,0.18585238242572152,0.15906139580888878,0.40495676630177296,0.4499504557235855,0.37922718123072563,0.47482133683978717,0.5537617056840966,0.32187895161504887,0.3349127589273584,0.7706409495386618,0.8201659674590351,0.21390369669381606,413,"{""type"":""Polygon"",""coordinates"":[[[-4.240821331331488,41.23245003040011],[-4.240921598500454,41.23243928571067],[-4.241013884310345,41.23240790692976],[-4.2410908427471155,41.2323583918355],[-4.241146347904302,41.232294681865156],[-4.241175981609825,41.23222184836555],[-4.241177385100501,41.2321456889035],[-4.241150446754686,41.2320722657732],[-4.2410973109473415,41.23200742343724],[-4.241022207331996,41.231956323313256],[-4.240931114146824,41.231923032935086],[-4.240831282349892,41.23191020218838],[-4.240730658461444,41.23191885238858],[-4.240637252049228,41.23194829498787],[-4.240558498196177,41.2319961863812],[-4.240500665688842,41.232058714449025],[-4.240468358028292,41.2321309019911],[-4.240464146980971,41.23220700290093],[-4.240488367842164,41.23228095954912],[-4.240539092716566,41.23234688496966],[-4.240612283952139,41.232399531467706],[-4.24070211552225,41.23243470834584],[-4.2408014367787255,41.23244961549492],[-4.240821331331488,41.23245003040011]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,1.065765446995872,0.4622190669654575,0.682349131821904,0.8598227737774244,1.332143600954289,0.5038795191128898,0.9526782985612734,0.9413287508808278,1.0653919272238048,0.5736647681432913,0.9045794701090253,0.6075270549077044,0.8086183579631601,0.45211882424053396,1.3341832141061503,0.29121554617872475,0.7238251626610902,0.49689331227733596,0.6164959162472108,0.36620599702031176,1.0993454969016594,0.8799156216119128,1.1802080944642046,1.098865296501906,414,"{""type"":""Polygon"",""coordinates"":[[[-4.121522024542707,41.23367393271068],[-4.121622293588893,41.23366318802125],[-4.121714581126575,41.23363180924033],[-4.121791541004168,41.23358229414606],[-4.121847047200516,41.23351858417571],[-4.121876681460827,41.233445750676104],[-4.121878084977761,41.23336959121406],[-4.12185114612759,41.23329616808375],[-4.121798009325428,41.2332313257478],[-4.121722904303991,41.23318022562381],[-4.121631809413382,41.23314693524566],[-4.121531975747412,41.23313410449896],[-4.121431349975095,41.23314275469914],[-4.1213379418141365,41.23317219729844],[-4.121259186486656,41.23322008869175],[-4.121201352896573,41.233282616759574],[-4.121169044631144,41.233354804301634],[-4.121164833504965,41.23343090521147],[-4.121189054819608,41.23350486185967],[-4.1212397806436725,41.23357078728022],[-4.121312973249536,41.23362343377826],[-4.121402806501486,41.23365861065641],[-4.121502129617473,41.23367351780549],[-4.121522024542707,41.23367393271068]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,0.31251668102223046,0.30284515366207965,0.3112607977685148,0.678900875543053,0.23975312746843255,0.4935398494519392,0.34725057698169126,0.6723469832989105,0.3138857904222708,0.5008423520042476,0.3992382205069434,0.35617399934853067,0.6757809568513253,0.41716254938349456,0.5188648778982218,0.5382743469558634,0.3547058958573845,0.6262222565779557,0.3608320621417534,0.4936090722181018,0.42857245453477855,0.5262886002344506,0.4196206283961237,0.47598205976084373,415,"{""type"":""Polygon"",""coordinates"":[[[-4.002215731303178,41.234774256357795],[-4.0023160020371416,41.23476351166836],[-4.002408291128248,41.23473213288744],[-4.0024852523012555,41.23468261779317],[-4.002540759431895,41.234618907822814],[-4.002570394191007,41.2345460743232],[-4.002571797731549,41.234469914861144],[-4.002544858427921,41.23439649173085],[-4.002491720731335,41.234331649394896],[-4.002416614445709,41.23428054927092],[-4.002325518021771,41.234247258892765],[-4.002225682675384,41.234234428146074],[-4.0021250552093175,41.23424307834625],[-4.002031645476094,41.23427252094555],[-4.001952888822981,41.23432041233887],[-4.0018950542594185,41.234382940406675],[-4.001862745450154,41.234455127948735],[-4.001858534253077,41.23453122885857],[-4.001882755975405,41.23460518550677],[-4.001933482653296,41.23467111092732],[-4.002006676491161,41.23472375742538],[-4.002096511255222,41.23475893430352],[-4.002195836043064,41.23477384145261],[-4.002215731303178,41.234774256357795]]]}"
